transaction_id,date,merchant,amount,customer_name,customer_email,card_number,city,state,zip,account_id
tx_100024,2024-10-09,LYFT,28.86,<PII:customer_name:4lEh4IQUBNzAXDKY>,<PII:customer_email:zhuDgMDANm4GBY65>,************1101,Seattle,WA,91838,<PII:account_id:cpS5blpOof4OVYys>
tx_100025,2025-04-24,BESTBUY,35.01,<PII:customer_name:GWSPtZAhITy5nk_o>,<PII:customer_email:SM7GLccfiu9MlewS>,************1177,Portland,CO,42437,<PII:account_id:bi-ctlf9uQEzy1Uh>
tx_100026,2025-04-27,STARBUCKS,25.17,<PII:customer_name:hDi8fKrACKQkbpMk>,<PII:customer_email:79XylrFD4kg3OnVK>,************0546,Denver,CO,92402,<PII:account_id:IqcTAVve_yllymrY>
tx_100027,2025-07-30,BESTBUY,73.52,<PII:customer_name:dM6AU3OoclE2nyaq>,<PII:customer_email:J9vGdlcI3VEBwQU_>,************3724,Austin,TX,40013,<PII:account_id:GgiEh9QUf0d-4Zza>
tx_100028,2024-09-13,TARGET,39.06,<PII:customer_name:IHbnAOOqezeWM2sk>,<PII:customer_email:v1LWZp5WhX2wFp7a>,************9666,Denver,FL,82993,<PII:account_id:zOcxk7QOW1SW-YoD>
tx_100029,2024-10-24,STARBUCKS,31.14,<PII:customer_name:7sNyvAkZyf7oCYt3>,<PII:customer_email:6nMI4zo4rkBF8pC2>,************7934,Portland,FL,24370,<PII:account_id:8aqrq0GEMjhc-S2t>
tx_100030,2025-03-25,TARGET,15.56,<PII:customer_name:7R0JqJmHIGmCzIe->,<PII:customer_email:PV-doxtGdwZOLcQ->,************8241,Austin,TX,15983,<PII:account_id:1aCcAe5neGd8SrrD>
tx_100031,2025-05-23,TARGET,53.29,<PII:customer_name:AK5pXfGrl3cAJGjf>,<PII:customer_email:Oqu4QdO5uI-SF6RD>,***********4840,Denver,TX,93804,<PII:account_id:ILZmeKq6-FqaeZsL>
tx_100032,2025-01-06,TARGET,25.43,<PII:customer_name:w618MYbH_Ng6QdDC>,<PII:customer_email:cBComszIWyLKQyWI>,************8733,Austin,FL,48224,<PII:account_id:OXl93hcMU4MBvwp->
tx_100033,2024-08-19,COSTCO,46.82,<PII:customer_name:53cjPwXGF66Yh5C6>,<PII:customer_email:nLBplP8lNxMb907s>,************9891,Austin,TX,30335,<PII:account_id:UismzlLoBf5EzGkX>
tx_100034,2025-08-04,BESTBUY,113.52,<PII:customer_name:M9AYzlptbwhCE7IU>,<PII:customer_email:sVjDYX4i5LUgFCoE>,************4656,Seattle,WA,13482,<PII:account_id:tWfIkDSWN9z4ePMA>
tx_100035,2025-05-08,BESTBUY,68.73,<PII:customer_name:M9AYzlptbwhCE7IU>,<PII:customer_email:TwvZmJo56b1ChAKK>,************1231,Denver,WA,46021,<PII:account_id:B5DRANOAh6xcnzTy>
tx_100036,2025-05-05,COSTCO,66.81,<PII:customer_name:GHJTBNfWYZLj9j6y>,<PII:customer_email:MdvL62MFDryIYF1q>,************1620,Miami,WA,12734,<PII:account_id:NdBrsVnQHVa1IAQI>
tx_100037,2025-05-17,LYFT,67.74,<PII:customer_name:t5dKn9doXbfW8jT_>,<PII:customer_email:_UxHH5EHbvdRcp6U>,************3870,Portland,TX,32861,<PII:account_id:6Bp1DEd7NEpEB27x>
tx_100038,2025-08-01,AMAZON,98.5,<PII:customer_name:Az5deTH4dGgjSczw>,<PII:customer_email:GLMJLQBwCmhleF6D>,************8552,Miami,OR,79698,<PII:account_id:4dIGvwfyvk9bkztZ>
tx_100039,2024-10-06,COSTCO,14.26,<PII:customer_name:YNHhr_Qrq6rVotuv>,<PII:customer_email:J1P9A0Q85IIhl1XC>,************4724,Portland,TX,11034,<PII:account_id:i9-JdJihav_QNB4i>
tx_100040,2025-01-21,AMAZON,42.12,<PII:customer_name:0a0KhFzvCMt5FOQo>,<PII:customer_email:3-F4qQHCqjLKkG1T>,************7515,Denver,FL,44649,<PII:account_id:DadpF3IyQ1FLFfRr>
tx_100041,2024-12-08,LYFT,2.0,<PII:customer_name:cv67DkHno1xzLNGd>,<PII:customer_email:r6KLRlrq5HETv5kT>,************4862,Portland,TX,47756,<PII:account_id:VGwg5Xs9f2RsyiiM>
tx_100042,2025-02-22,WALMART,81.13,<PII:customer_name:rZRvLTykmptCYS5X>,<PII:customer_email:W41FchzVukTxrU75>,************8326,Portland,CO,89612,<PII:account_id:pObl1onHu3filEoJ>
tx_100043,2025-07-11,BESTBUY,7.87,<PII:customer_name:t5dKn9doXbfW8jT_>,<PII:customer_email:-mTbuj0Z_-jc5upa>,************5732,Austin,TX,33401,<PII:account_id:my7YugphPbhsp3zr>
tx_100044,2025-02-14,AMAZON,37.27,<PII:customer_name:M9AYzlptbwhCE7IU>,<PII:customer_email:cvE34z2Wq4jwS3SW>,************4277,Miami,OR,38333,<PII:account_id:9msACraUODjYZWKJ>
tx_100045,2024-10-07,UBER,67.81,<PII:customer_name:m8wAV7wc4vHfWP88>,<PII:customer_email:_vwAZxXd1OHIuKtz>,************4628,Seattle,CO,87022,<PII:account_id:PkkG8vwXJSzOHnTR>
tx_100046,2025-01-20,UBER,24.36,<PII:customer_name:u_zQ-yZKVcXDIgQF>,<PII:customer_email:czpTJE19ZW6KMKDd>,************5819,Seattle,OR,57867,<PII:account_id:1PVhnTjsFZ_LkPVC>
tx_100047,2024-09-05,WALMART,60.36,<PII:customer_name:UAvlETDd4U0--aVv>,<PII:customer_email:d8Y4Iw5UpBDVu9X_>,************6057,Miami,WA,11157,<PII:account_id:V_FfoAvUCP0-eOAR>
tx_100048,2025-02-02,STARBUCKS,50.2,<PII:customer_name:AK5pXfGrl3cAJGjf>,<PII:customer_email:pxWoDAigMg-oZijk>,************2453,Portland,FL,54736,<PII:account_id:cBMX1hICr1uBbbdi>
tx_100049,2025-04-18,LYFT,36.49,<PII:customer_name:IHbnAOOqezeWM2sk>,<PII:customer_email:cu3DpQnfR4LaLiyn>,************0989,Austin,TX,72584,<PII:account_id:sBneWbRF-cwVcGNd>
tx_100050,2025-07-12,WALMART,62.53,<PII:customer_name:rHxe-ERAH1iFbD3T>,<PII:customer_email:rJUUrpoRbf8IvboZ>,************4517,Denver,WA,37982,<PII:account_id:JJUPvfp1p6LMXEtM>
tx_100051,2025-03-25,COSTCO,46.35,<PII:customer_name:eyigQfRZIP4nBPN7>,<PII:customer_email:SvkJicil2nuGpRtY>,************6312,Austin,TX,45544,<PII:account_id:eGCwGXww4OyL13uU>
tx_100052,2024-09-29,LYFT,91.1,<PII:customer_name:YNHhr_Qrq6rVotuv>,<PII:customer_email:tyCmHccvwUdw2f-f>,************8352,Portland,OR,61274,<PII:account_id:iBulI7IPTJBWnkJs>
tx_100053,2025-07-31,BESTBUY,107.64,<PII:customer_name:r5t4AFfp-s3oRWON>,<PII:customer_email:TtuDRadfgps9MZcP>,************4369,Seattle,OR,72699,<PII:account_id:1t7lAIL9oe11d8gE>
tx_100054,2024-09-10,COSTCO,39.42,<PII:customer_name:7R0JqJmHIGmCzIe->,<PII:customer_email:6H7kFRaDa88Qy5QW>,************9917,Portland,CO,87618,<PII:account_id:nM6JBwJu7fomz1Xq>
tx_100055,2024-10-19,AMAZON,66.6,<PII:customer_name:m8wAV7wc4vHfWP88>,<PII:customer_email:eLOD__4DoxPa43hn>,************9782,Portland,WA,78600,<PII:account_id:ChJ6VxgJjU84BO0U>
tx_100056,2025-02-28,UBER,23.08,<PII:customer_name:WW_rkFHXzy1kwyxJ>,<PII:customer_email:8qqV7FylgZh5HbG_>,************2257,Miami,OR,40081,<PII:account_id:oQOMs5CP6UwZzvDI>
tx_100057,2024-11-17,STARBUCKS,25.7,<PII:customer_name:tckDF569an43C6ob>,<PII:customer_email:XP5iFKJSqz8MuUgp>,************7497,Denver,FL,54596,<PII:account_id:uM8IUT_C3RZ7D4NX>
tx_100058,2025-06-25,LYFT,68.91,<PII:customer_name:r5t4AFfp-s3oRWON>,<PII:customer_email:4MexswltZfKqp1Yp>,************9070,Austin,OR,97419,<PII:account_id:txk8GVjKcG6ejji_>
tx_100059,2024-08-15,BESTBUY,44.12,<PII:customer_name:3IkqtRt8y_awvh71>,<PII:customer_email:PWZsoDfPP5X3bz_6>,************9933,Austin,CO,64786,<PII:account_id:0HW_I6Vp9D82t5bo>
tx_100060,2025-05-07,LYFT,49.79,<PII:customer_name:iWoRB5zHc2WHN4Av>,<PII:customer_email:Cnr8FrbXLNpPKVFu>,************4548,Seattle,FL,40977,<PII:account_id:BhjIfb8129q1P2FM>
tx_100061,2024-10-25,COSTCO,55.03,<PII:customer_name:GCDRBTgX8ISpTWjd>,<PII:customer_email:lsS65UgZEFoVl4IU>,************5086,Seattle,WA,99583,<PII:account_id:_I5F9JfzkOer2q2l>
tx_100062,2025-02-22,TARGET,19.65,<PII:customer_name:XJVR3NOf7J0ddToL>,<PII:customer_email:90Lssxsc21gWM5Hw>,************5261,Austin,WA,71121,<PII:account_id:vTPRqPbTweZ5ZiBC>
tx_100063,2025-04-18,AMAZON,84.07,<PII:customer_name:Ss6tVLYaGULn20s9>,<PII:customer_email:quCeqU8asqDB1kiH>,************4940,Denver,OR,54108,<PII:account_id:_ufqUWmZMaeCpCNs>
tx_100064,2024-09-10,BESTBUY,20.89,<PII:customer_name:r5t4AFfp-s3oRWON>,<PII:customer_email:WFWRVwObaAy9pMex>,************9671,Portland,WA,44418,<PII:account_id:IcgpjjV_rDLRp_Iw>
tx_100065,2024-11-16,COSTCO,2.0,<PII:customer_name:7sNyvAkZyf7oCYt3>,<PII:customer_email:My5-hsYDkmrrTOSd>,************8470,Austin,CO,10215,<PII:account_id:5KMoMBU0uqfPpOAQ>
tx_100066,2024-12-24,LYFT,51.4,<PII:customer_name:rHxe-ERAH1iFbD3T>,<PII:customer_email:yOztiUkQ1yejZqKj>,***********3761,Denver,WA,45939,<PII:account_id:4yFiYXKYDXsAO2Pb>
tx_100067,2024-11-17,STARBUCKS,15.06,<PII:customer_name:XHclHytgWrXIPucL>,<PII:customer_email:b23Sf2yZMbK-xrIX>,************8081,Miami,TX,64668,<PII:account_id:_2Y_UTTj20GlKeWX>
tx_100068,2024-09-02,AMAZON,2.0,<PII:customer_name:KPAObhAHcF_cYBfc>,<PII:customer_email:p_sbZVlqeUcEu35L>,***********8903,Portland,WA,25403,<PII:account_id:X7EW-7fDoVmi4_ds>
tx_100069,2025-06-21,COSTCO,51.98,<PII:customer_name:8xmPXIGPZyCpg7PJ>,<PII:customer_email:QPMTc5zxBb_cfykg>,************6972,Portland,OR,81632,<PII:account_id:ljfFnXeWSHOYyekD>
tx_100070,2025-07-12,AMAZON,20.69,<PII:customer_name:sWkPz8llDMQGF_fF>,<PII:customer_email:diEADcIbwa82KmLk>,************9469,Miami,FL,66733,<PII:account_id:LxK6LeYQcqE_I5cc>
tx_100071,2024-08-20,WALMART,44.29,<PII:customer_name:Az5deTH4dGgjSczw>,<PII:customer_email:z41pnfX5GskCTosx>,************7897,Portland,TX,68858,<PII:account_id:lsPJimzAqWBVOyZs>
tx_100072,2025-02-04,STARBUCKS,73.15,<PII:customer_name:YNHhr_Qrq6rVotuv>,<PII:customer_email:2DZfXWBnM0rG_5_F>,************8467,Denver,OR,68458,<PII:account_id:jjpsOeJ0rFBq8iIv>
tx_100073,2025-04-29,WALMART,20.58,<PII:customer_name:w618MYbH_Ng6QdDC>,<PII:customer_email:ehkadV70Epof763R>,***********5975,Portland,TX,21830,<PII:account_id:h0197YS6lNrz52Mf>
tx_100074,2024-12-15,TARGET,65.46,<PII:customer_name:rHxe-ERAH1iFbD3T>,<PII:customer_email:hP7Xxms8MDdo--zk>,************0805,Portland,OR,19609,<PII:account_id:uivJRBHUD7blYvyC>
tx_100075,2025-01-14,WALMART,71.38,<PII:customer_name:Ss6tVLYaGULn20s9>,<PII:customer_email:dWDBndOKY6-kGBIF>,************2330,Portland,OR,81660,<PII:account_id:Wk40W0yQyprJdk42>
tx_100076,2024-11-19,UBER,45.62,<PII:customer_name:7_e_dsD7CTnsbmoi>,<PII:customer_email:BkMOnPXLVtP9axPI>,***********7316,Seattle,OR,63379,<PII:account_id:Lg8FOvO7hWVbmYvk>
tx_100077,2024-12-04,BESTBUY,55.64,<PII:customer_name:w618MYbH_Ng6QdDC>,<PII:customer_email:cBComszIWyLKQyWI>,************2511,Austin,OR,94294,<PII:account_id:KBEgCVM73s1GhbT2>
tx_100078,2024-09-19,BESTBUY,16.96,<PII:customer_name:m8wAV7wc4vHfWP88>,<PII:customer_email:jSzoPcxOd3dXdwk5>,************3047,Austin,TX,77639,<PII:account_id:cqVAoHtjQT-Tuo7e>
tx_100079,2024-10-20,WALMART,76.59,<PII:customer_name:_bisErMeZ-BNqgAT>,<PII:customer_email:HW_wGtzv0isiNFTi>,************4119,Miami,WA,98324,<PII:account_id:qYJ9wPTbcVKDl66B>
tx_100080,2024-09-30,LYFT,81.43,<PII:customer_name:XHclHytgWrXIPucL>,<PII:customer_email:i7huWQWRytLLUaeo>,************4316,Seattle,CO,39562,<PII:account_id:Wk40W0yQyprJdk42>
tx_100081,2024-12-27,LYFT,50.51,<PII:customer_name:3IkqtRt8y_awvh71>,<PII:customer_email:A4j95Dla8DTvMS2r>,***********6948,Denver,OR,18698,<PII:account_id:DS4Oxwio-5NVn7Iw>
tx_100082,2025-05-10,WALMART,34.28,<PII:customer_name:t5dKn9doXbfW8jT_>,<PII:customer_email:RmT-lrIrXA3529kS>,************2239,Miami,CO,14413,<PII:account_id:99sE2a3HtrBAe1Dp>
tx_100083,2025-04-17,BESTBUY,37.91,<PII:customer_name:eyigQfRZIP4nBPN7>,<PII:customer_email:w8O8RQSuaXNvTVPO>,************1156,Seattle,OR,38473,<PII:account_id:cyuCNvrLQm-sJXyy>
tx_100084,2025-03-06,COSTCO,43.45,<PII:customer_name:Ss6tVLYaGULn20s9>,<PII:customer_email:J7pGQWrmQITrQ9Fh>,************6717,Portland,OR,38757,<PII:account_id:XiJWPvOZOPTMzszZ>
tx_100085,2025-04-23,STARBUCKS,88.57,<PII:customer_name:lMex_S-v7J1AINMQ>,<PII:customer_email:WXn4mgY0chbqwGyZ>,************6992,Denver,FL,45677,<PII:account_id:LCihc58b8XQWtECT>
tx_100086,2025-06-09,UBER,72.35,<PII:customer_name:0a0KhFzvCMt5FOQo>,<PII:customer_email:mZk4O5jzxYob1ync>,************6712,Miami,OR,19692,<PII:account_id:GIjqD8kDZpoIIFZh>
tx_100087,2025-01-01,BESTBUY,63.35,<PII:customer_name:gkee_64A4I-t8izO>,<PII:customer_email:XFMIjWodwgho_OhS>,************7496,Denver,FL,72629,<PII:account_id:sPmMtFgug4IuCnCA>
tx_100088,2024-11-06,BESTBUY,52.83,<PII:customer_name:8g38sgvllGDRL6wo>,<PII:customer_email:PbNGaNjluEdN5J-q>,************2700,Miami,OR,84794,<PII:account_id:KToYP5LHl7Gv1DGi>
tx_100089,2024-11-13,WALMART,27.04,<PII:customer_name:4lEh4IQUBNzAXDKY>,<PII:customer_email:LQgAz7trdh1sL8T_>,************5396,Miami,TX,44145,<PII:account_id:TIknSLlgwvdc05WB>
tx_100090,2024-11-21,BESTBUY,73.01,<PII:customer_name:O6UvvPXFTBRPDFE0>,<PII:customer_email:1Lb8xWOmugIIun02>,***********7036,Denver,CO,95633,<PII:account_id:V9KcAuvdAVLGm0Yo>
tx_100091,2025-06-17,LYFT,55.23,<PII:customer_name:eyigQfRZIP4nBPN7>,<PII:customer_email:q2j_Wm1_QENvdub->,************7130,Miami,TX,43223,<PII:account_id:-Ed2IIPrmAU9sBi9>
tx_100092,2024-11-17,BESTBUY,38.3,<PII:customer_name:0onSX9nlkEIp8a0c>,<PII:customer_email:1SX0D_g6A6xB5USE>,***********2610,Austin,FL,25473,<PII:account_id:9ID6VKLvIOjRPmgX>
tx_100093,2024-08-29,TARGET,72.81,<PII:customer_name:cv67DkHno1xzLNGd>,<PII:customer_email:j6rIi8pprjjquIXr>,************4094,Miami,TX,93805,<PII:account_id:LBfmcefxq00HUcQP>
tx_100094,2025-01-05,WALMART,92.76,<PII:customer_name:6JJcXn2r6FWvTAMe>,<PII:customer_email:XOGMee-1t_yUrgU5>,************1665,Portland,OR,96696,<PII:account_id:2QOaJS93I7QkWvKz>
tx_100095,2024-09-28,BESTBUY,61.04,<PII:customer_name:lMex_S-v7J1AINMQ>,<PII:customer_email:WXn4mgY0chbqwGyZ>,************9656,Denver,FL,87901,<PII:account_id:zR8IYY6kNwGrW_U7>
tx_100096,2024-11-04,TARGET,2.0,<PII:customer_name:7R0JqJmHIGmCzIe->,<PII:customer_email:NcORT4oEQkVGMrbe>,***********0330,Seattle,OR,63310,<PII:account_id:E0VGw-CP9xMDqWs4>
tx_100097,2025-05-18,BESTBUY,37.15,<PII:customer_name:Az5deTH4dGgjSczw>,<PII:customer_email:OlfrpKSb_uirADDq>,************2635,Portland,OR,41895,<PII:account_id:I-DW3lxEH6IED8Sh>
tx_100098,2025-02-10,AMAZON,40.11,<PII:customer_name:iWoRB5zHc2WHN4Av>,<PII:customer_email:MCqwNRozstSeiDQk>,************8222,Portland,TX,87151,<PII:account_id:DJhuoru1pPJW9g8D>
tx_100099,2025-05-28,BESTBUY,94.96,<PII:customer_name:r4rdlny7NG3wyRLO>,<PII:customer_email:6oZ1KxjvGsSrdz4p>,************6033,Portland,WA,80726,<PII:account_id:PNr4BP1kw2t_y2xa>
tx_100100,2024-09-12,STARBUCKS,55.42,<PII:customer_name:Az5deTH4dGgjSczw>,<PII:customer_email:sb7O980eX4CuV3vb>,************6869,Seattle,WA,27349,<PII:account_id:PtAMbvKj5VZW7WKi>
tx_100101,2024-10-30,UBER,88.81,<PII:customer_name:7_e_dsD7CTnsbmoi>,<PII:customer_email:nDT9A2woLzcKAwP8>,***********6416,Portland,TX,86918,<PII:account_id:hc84NL9pHRR5TFmL>
tx_100102,2025-01-09,COSTCO,33.18,<PII:customer_name:7sNyvAkZyf7oCYt3>,<PII:customer_email:ImJcGh-Q93PMnB4j>,************9343,Portland,FL,20111,<PII:account_id:rbRKxlR_6FOVTsco>
tx_100103,2025-03-07,AMAZON,48.2,<PII:customer_name:hDi8fKrACKQkbpMk>,<PII:customer_email:Z0rkii4ppuJcjSqs>,************2565,Portland,FL,78493,<PII:account_id:gphhHpZugA0hPQrn>
tx_100104,2024-11-25,BESTBUY,77.35,<PII:customer_name:hXPjgcTkuiVcdaPM>,<PII:customer_email:Qkeo7AbEdEnV7Qne>,************4277,Austin,TX,95574,<PII:account_id:C3Y9AutWoevnmJZL>
tx_100105,2024-12-28,LYFT,19.81,<PII:customer_name:YNHhr_Qrq6rVotuv>,<PII:customer_email:q3RYKIBoO6RpdqGc>,************0120,Portland,CO,77993,<PII:account_id:6LPIrQQTwJePYtxf>
tx_100106,2024-11-22,TARGET,58.58,<PII:customer_name:SmRf24LKzIkB0yC3>,<PII:customer_email:qELUt5qhp_yphMRi>,************9853,Austin,TX,53311,<PII:account_id:5w3v0t7fWkJzXNr8>
tx_100107,2025-06-20,STARBUCKS,69.31,<PII:customer_name:GWSPtZAhITy5nk_o>,<PII:customer_email:e402FJZNMkHIiH1->,************9421,Austin,WA,19029,<PII:account_id:_ngNUxT-PiU6g28d>
tx_100108,2025-02-25,TARGET,50.91,<PII:customer_name:Ss6tVLYaGULn20s9>,<PII:customer_email:BhlKnUtySnq0pyR2>,************5364,Portland,OR,39718,<PII:account_id:--NDnXVugIzjuPvJ>
tx_100109,2024-12-26,BESTBUY,15.68,<PII:customer_name:WW_rkFHXzy1kwyxJ>,<PII:customer_email:w3WhVc6du8o0S4Ca>,************6415,Miami,CO,74576,<PII:account_id:tOut-dFbXsJm4WCU>
tx_100110,2024-11-30,WALMART,47.98,<PII:customer_name:lMex_S-v7J1AINMQ>,<PII:customer_email:MB5LAHdL8-v5QqN8>,************3562,Miami,OR,96078,<PII:account_id:Yn4NbxDZVzeFaO7P>
tx_100111,2025-01-12,STARBUCKS,68.09,<PII:customer_name:r5t4AFfp-s3oRWON>,<PII:customer_email:Fyl0e_BhqfvdkIfQ>,************9498,Denver,OR,82689,<PII:account_id:WL__qPuHFEn7fCpm>
tx_100112,2025-01-26,AMAZON,62.3,<PII:customer_name:O6UvvPXFTBRPDFE0>,<PII:customer_email:8T_9e_Et5IviE0yA>,************2362,Portland,FL,32803,<PII:account_id:Z9z_f4Wc2SIo3K2w>
tx_100113,2025-05-30,AMAZON,60.1,<PII:customer_name:XJVR3NOf7J0ddToL>,<PII:customer_email:VppA4k-zTu143rP5>,***********6483,Miami,FL,41474,<PII:account_id:lW92hJfhhvUr-1q2>
tx_100114,2024-11-02,TARGET,64.87,<PII:customer_name:rHxe-ERAH1iFbD3T>,<PII:customer_email:t4gMHCiq7vU5KJXd>,************7230,Denver,FL,76296,<PII:account_id:i26qz_Q5SQcIhZWk>
tx_100115,2025-03-29,UBER,50.35,<PII:customer_name:hXPjgcTkuiVcdaPM>,<PII:customer_email:HIE-yb1yPkyGqRkN>,************3742,Seattle,OR,17405,<PII:account_id:aGJn1LgmAU28B65o>
tx_100116,2025-03-07,COSTCO,62.27,<PII:customer_name:sWkPz8llDMQGF_fF>,<PII:customer_email:bI624ABg6dJG8hUC>,************7591,Seattle,TX,28970,<PII:account_id:RMAawWvhsGIrSu0S>
tx_100117,2024-12-27,AMAZON,33.04,<PII:customer_name:m8wAV7wc4vHfWP88>,<PII:customer_email:Fef1bcc7l4t9EHBD>,************3734,Denver,CO,76967,<PII:account_id:8oWm5fhbFrSkwF1F>
tx_100118,2025-02-03,TARGET,32.44,<PII:customer_name:XHclHytgWrXIPucL>,<PII:customer_email:eZHePv_dnAZo7sn9>,************5225,Miami,CO,46637,<PII:account_id:PtR0L2XW4Nw-zS1V>
tx_100119,2025-01-12,COSTCO,65.16,<PII:customer_name:J5KX7FfkyyC3fACw>,<PII:customer_email:LuINJSsDsEWHo1Iq>,************9450,Portland,TX,26592,<PII:account_id:Qs7nyiD2GF5Mh-35>
tx_100120,2025-01-10,COSTCO,63.89,<PII:customer_name:J5KX7FfkyyC3fACw>,<PII:customer_email:GUxM9ucYPAWa1cDb>,************9379,Seattle,TX,86673,<PII:account_id:psTDRYfyl2hS19o5>
