transaction_id,date,merchant,amount,customer_name,customer_email,card_number,city,state,zip,account_id
tx_100036,2025-05-05,COSTCO,66.81,Jordan Davis,jordan.davis74@outlook.com,3034903669171620,Miami,WA,12734,acct_5343
tx_100037,2025-05-17,LYFT,67.74,Avery Smith,avery.smith90@outlook.com,6750658194613870,Portland,TX,32861,acct_3155
tx_100038,2025-08-01,AMAZON,98.5,Alex Smith,alex.smith1@yahoo.com,1346087565428552,Miami,OR,79698,acct_2849
tx_100039,2024-10-06,COSTCO,14.26,Sam Lee,sam.lee97@gmail.com,3782446229434724,Portland,TX,11034,acct_4499
tx_100040,2025-01-21,AMAZON,42.12,Riley Johnson,riley.johnson62@yahoo.com,5279917278767515,Denver,FL,44649,acct_3495
tx_100041,2024-12-08,LYFT,2.0,Riley Davis,riley.davis75@gmail.com,7148980003144862,Portland,TX,47756,acct_1331
tx_100042,2025-02-22,WALMART,81.13,Ryan Garcia,ryan.garcia57@yahoo.com,2243634365208326,Portland,CO,89612,acct_7798
tx_100043,2025-07-11,BESTBUY,7.87,Avery Smith,avery.smith18@yahoo.com,1427855590705732,Austin,TX,33401,acct_1208
tx_100044,2025-02-14,AMAZON,37.27,Alex Kim,alex.kim95@yahoo.com,1480990112654277,Miami,OR,38333,acct_4244
tx_100045,2024-10-07,UBER,67.81,Avery Kim,avery.kim65@gmail.com,3457529974114628,Seattle,CO,87022,acct_6325
tx_100046,2025-01-20,UBER,24.36,Taylor Smith,taylor.smith14@gmail.com,4066426414455819,Seattle,OR,57867,acct_8750
tx_100047,2024-09-05,WALMART,60.36,Ryan Johnson,ryan.johnson78@yahoo.com,7282519563466057,Miami,WA,11157,acct_5870
tx_100048,2025-02-02,STARBUCKS,50.2,Avery Davis,avery.davis40@gmail.com,3669615160772453,Portland,FL,54736,acct_1125
tx_100049,2025-04-18,LYFT,36.49,Riley Smith,riley.smith25@outlook.com,2179025473510989,Austin,TX,72584,acct_8949
tx_100050,2025-07-12,WALMART,62.53,Riley Kim,riley.kim74@outlook.com,5209620158224517,Denver,WA,37982,acct_7391
tx_100051,2025-03-25,COSTCO,46.35,Riley Brown,riley.brown30@outlook.com,4320287085236312,Austin,TX,45544,acct_8562
tx_100052,2024-09-29,LYFT,91.1,Sam Lee,sam.lee28@yahoo.com,9230795191198352,Portland,OR,61274,acct_2100
tx_100053,2025-07-31,BESTBUY,107.64,Casey Kim,casey.kim45@yahoo.com,6820393426814369,Seattle,OR,72699,acct_3502
tx_100054,2024-09-10,COSTCO,39.42,Sam Garcia,sam.garcia5@gmail.com,3096721514269917,Portland,CO,87618,acct_1436
tx_100055,2024-10-19,AMAZON,66.6,Avery Kim,avery.kim74@yahoo.com,5676851322669782,Portland,WA,78600,acct_8607
tx_100056,2025-02-28,UBER,23.08,Casey Garcia,casey.garcia74@outlook.com,1372057285212257,Miami,OR,40081,acct_5659
tx_100057,2024-11-17,STARBUCKS,25.7,Riley Patel,riley.patel58@gmail.com,2660423287797497,Denver,FL,54596,acct_6170
tx_100058,2025-06-25,LYFT,68.91,Casey Kim,casey.kim63@outlook.com,6967112656569070,Austin,OR,97419,acct_2652
tx_100059,2024-08-15,BESTBUY,44.12,Ryan Lee,ryan.lee4@outlook.com,1732453907509933,Austin,CO,64786,acct_7816
tx_100060,2025-05-07,LYFT,49.79,Avery Lee,avery.lee41@outlook.com,1701131873414548,Seattle,FL,40977,acct_5060
tx_100061,2024-10-25,COSTCO,55.03,Jordan Johnson,jordan.johnson87@yahoo.com,9544156291695086,Seattle,WA,99583,acct_3506
tx_100062,2025-02-22,TARGET,19.65,Casey Lee,casey.lee2@gmail.com,9986955960825261,Austin,WA,71121,acct_1056
tx_100063,2025-04-18,AMAZON,84.07,Ryan Smith,ryan.smith68@yahoo.com,2317845810464940,Denver,OR,54108,acct_5009
tx_100064,2024-09-10,BESTBUY,20.89,Casey Kim,casey.kim75@outlook.com,1305100469709671,Portland,WA,44418,acct_2856
tx_100065,2024-11-16,COSTCO,2.0,Taylor Brown,taylor.brown16@outlook.com,2071572787578470,Austin,CO,10215,acct_8456
tx_100066,2024-12-24,LYFT,51.4,Riley Kim,riley.kim41@yahoo.com,0515917650593761,Denver,WA,45939,acct_7851
tx_100067,2024-11-17,STARBUCKS,15.06,Avery Brown,avery.brown87@gmail.com,7446026175848081,Miami,TX,64668,acct_5325
tx_100068,2024-09-02,AMAZON,2.0,Jordan Lee,jordan.lee23@yahoo.com,0108210615718903,Portland,WA,25403,acct_4364
tx_100069,2025-06-21,COSTCO,51.98,Sam Patel,sam.patel55@gmail.com,9339768133356972,Portland,OR,81632,acct_5551
tx_100070,2025-07-12,AMAZON,20.69,Alex Johnson,alex.johnson17@gmail.com,9459969876719469,Miami,FL,66733,acct_5506
tx_100071,2024-08-20,WALMART,44.29,Alex Smith,alex.smith96@yahoo.com,4725243702667897,Portland,TX,68858,acct_7925
tx_100072,2025-02-04,STARBUCKS,73.15,Sam Lee,sam.lee74@gmail.com,8487861229418467,Denver,OR,68458,acct_4342
tx_100073,2025-04-29,WALMART,20.58,Sam Johnson,sam.johnson38@yahoo.com,0910992219445975,Portland,TX,21830,acct_5160
tx_100074,2024-12-15,TARGET,65.46,Riley Kim,riley.kim62@outlook.com,8789129337550805,Portland,OR,19609,acct_7455
tx_100075,2025-01-14,WALMART,71.38,Ryan Smith,ryan.smith66@yahoo.com,1284116796412330,Portland,OR,81660,acct_7748
tx_100076,2024-11-19,UBER,45.62,Alex Patel,alex.patel79@outlook.com,0150723479547316,Seattle,OR,63379,acct_4014
tx_100077,2024-12-04,BESTBUY,55.64,Sam Johnson,sam.johnson16@outlook.com,1467236546592511,Austin,OR,94294,acct_7900
tx_100078,2024-09-19,BESTBUY,16.96,Avery Kim,avery.kim76@outlook.com,4299340785793047,Austin,TX,77639,acct_4918
tx_100079,2024-10-20,WALMART,76.59,Jordan Brown,jordan.brown41@yahoo.com,7651000584804119,Miami,WA,98324,acct_4917
tx_100080,2024-09-30,LYFT,81.43,Avery Brown,avery.brown89@yahoo.com,8612535510044316,Seattle,CO,39562,acct_7748
tx_100081,2024-12-27,LYFT,50.51,Ryan Lee,ryan.lee69@outlook.com,0294262310026948,Denver,OR,18698,acct_4556
tx_100082,2025-05-10,WALMART,34.28,Avery Smith,avery.smith97@gmail.com,5115342180592239,Miami,CO,14413,acct_7776
tx_100083,2025-04-17,BESTBUY,37.91,Riley Brown,riley.brown81@outlook.com,3556308731551156,Seattle,OR,38473,acct_9329
tx_100084,2025-03-06,COSTCO,43.45,Ryan Smith,ryan.smith12@gmail.com,7302398719416717,Portland,OR,38757,acct_6802
tx_100085,2025-04-23,STARBUCKS,88.57,Casey Brown,casey.brown3@outlook.com,6621969807666992,Denver,FL,45677,acct_2151
tx_100086,2025-06-09,UBER,72.35,Riley Johnson,riley.johnson87@yahoo.com,7578709904296712,Miami,OR,19692,acct_1027
tx_100087,2025-01-01,BESTBUY,63.35,Casey Smith,casey.smith83@outlook.com,9938339844017496,Denver,FL,72629,acct_1722
tx_100088,2024-11-06,BESTBUY,52.83,Sam Kim,sam.kim30@outlook.com,3042627689532700,Miami,OR,84794,acct_9731
tx_100089,2024-11-13,WALMART,27.04,Jordan Patel,jordan.patel29@yahoo.com,5904533858495396,Miami,TX,44145,acct_3890
tx_100090,2024-11-21,BESTBUY,73.01,Riley Lee,riley.lee95@yahoo.com,0172856405017036,Denver,CO,95633,acct_2547
tx_100091,2025-06-17,LYFT,55.23,Riley Brown,riley.brown70@yahoo.com,3855759693227130,Miami,TX,43223,acct_4283
tx_100092,2024-11-17,BESTBUY,38.3,Ryan Brown,ryan.brown9@yahoo.com,0172640943412610,Austin,FL,25473,acct_5903
tx_100093,2024-08-29,TARGET,72.81,Riley Davis,riley.davis88@outlook.com,3626732358784094,Miami,TX,93805,acct_9735
tx_100094,2025-01-05,WALMART,92.76,Jordan Garcia,jordan.garcia51@yahoo.com,7303947376181665,Portland,OR,96696,acct_3213
tx_100095,2024-09-28,BESTBUY,61.04,Casey Brown,casey.brown3@outlook.com,9228687063059656,Denver,FL,87901,acct_8960
tx_100096,2024-11-04,TARGET,2.0,Sam Garcia,sam.garcia31@outlook.com,0326132958380330,Seattle,OR,63310,acct_1387
tx_100097,2025-05-18,BESTBUY,37.15,Alex Smith,alex.smith65@outlook.com,5058276368362635,Portland,OR,41895,acct_6365
tx_100098,2025-02-10,AMAZON,40.11,Avery Lee,avery.lee51@gmail.com,6388142451828222,Portland,TX,87151,acct_7911
tx_100099,2025-05-28,BESTBUY,94.96,Jordan Smith,jordan.smith29@gmail.com,2497579487956033,Portland,WA,80726,acct_8390
tx_100100,2024-09-12,STARBUCKS,55.42,Alex Smith,alex.smith57@gmail.com,8026687943456869,Seattle,WA,27349,acct_8520
tx_100101,2024-10-30,UBER,88.81,Alex Patel,alex.patel27@yahoo.com,0687200913026416,Portland,TX,86918,acct_2220
tx_100102,2025-01-09,COSTCO,33.18,Taylor Brown,taylor.brown73@gmail.com,5584996597069343,Portland,FL,20111,acct_1240
tx_100103,2025-03-07,AMAZON,48.2,Casey Patel,casey.patel13@gmail.com,7489054869442565,Portland,FL,78493,acct_4819
tx_100104,2024-11-25,BESTBUY,77.35,Alex Garcia,alex.garcia53@gmail.com,7205598507394277,Austin,TX,95574,acct_8363
tx_100105,2024-12-28,LYFT,19.81,Sam Lee,sam.lee59@yahoo.com,3838780333420120,Portland,CO,77993,acct_1505
tx_100106,2024-11-22,TARGET,58.58,Taylor Patel,taylor.patel1@outlook.com,5456552572699853,Austin,TX,53311,acct_2597
tx_100107,2025-06-20,STARBUCKS,69.31,Ryan Kim,ryan.kim30@yahoo.com,8255708222749421,Austin,WA,19029,acct_6087
tx_100108,2025-02-25,TARGET,50.91,Ryan Smith,ryan.smith23@yahoo.com,1849646736525364,Portland,OR,39718,acct_5342
tx_100109,2024-12-26,BESTBUY,15.68,Casey Garcia,casey.garcia35@yahoo.com,4982149878006415,Miami,CO,74576,acct_8849
tx_100110,2024-11-30,WALMART,47.98,Casey Brown,casey.brown11@gmail.com,4272589432403562,Miami,OR,96078,acct_9280
tx_100111,2025-01-12,STARBUCKS,68.09,Casey Kim,casey.kim15@gmail.com,5323417009469498,Denver,OR,82689,acct_5052
tx_100112,2025-01-26,AMAZON,62.3,Riley Lee,riley.lee55@yahoo.com,3933422207602362,Portland,FL,32803,acct_3638
tx_100113,2025-05-30,AMAZON,60.1,Casey Lee,casey.lee32@gmail.com,0757094705276483,Miami,FL,41474,acct_7767
tx_100114,2024-11-02,TARGET,64.87,Riley Kim,riley.kim78@yahoo.com,8119023419837230,Denver,FL,76296,acct_4086
tx_100115,2025-03-29,UBER,50.35,Alex Garcia,alex.garcia90@outlook.com,7401359454683742,Seattle,OR,17405,acct_1736
tx_100116,2025-03-07,COSTCO,62.27,Alex Johnson,alex.johnson81@outlook.com,4389416229907591,Seattle,TX,28970,acct_8761
tx_100117,2024-12-27,AMAZON,33.04,Avery Kim,avery.kim1@yahoo.com,2775853706393734,Denver,CO,76967,acct_2793
tx_100118,2025-02-03,TARGET,32.44,Avery Brown,avery.brown49@gmail.com,2737671659565225,Miami,CO,46637,acct_5543
tx_100119,2025-01-12,COSTCO,65.16,Alex Brown,alex.brown21@gmail.com,1457407318249450,Portland,TX,26592,acct_4424
tx_100120,2025-01-10,COSTCO,63.89,Alex Brown,alex.brown41@outlook.com,9924466929689379,Seattle,TX,86673,acct_7701
tx_100121,2025-02-26,LYFT,36.28,Jordan Lee,jordan.lee19@yahoo.com,5351506951574523,Seattle,TX,72025,acct_7519
tx_100122,2024-09-26,BESTBUY,33.82,Casey Smith,casey.smith49@yahoo.com,1316258181717544,Miami,WA,50505,acct_8868
tx_100123,2024-11-09,BESTBUY,45.45,Ryan Kim,ryan.kim65@outlook.com,1777330830510610,Miami,TX,35011,acct_8037
tx_100124,2025-05-25,AMAZON,12.28,Ryan Smith,ryan.smith83@gmail.com,2097279662923539,Miami,CO,88238,acct_8594
tx_100125,2024-09-11,LYFT,46.67,Riley Johnson,riley.johnson47@gmail.com,8776050293859356,Miami,CO,26928,acct_5181
tx_100126,2025-05-23,BESTBUY,80.16,Casey Lee,casey.lee37@gmail.com,9390879176838975,Seattle,FL,41630,acct_5737
tx_100127,2024-09-20,COSTCO,35.71,Casey Smith,casey.smith44@gmail.com,8202511924032295,Miami,FL,94493,acct_2446
tx_100128,2024-09-05,LYFT,52.68,Ryan Lee,ryan.lee19@outlook.com,5116752246445078,Austin,CO,20809,acct_5760
tx_100129,2024-08-14,LYFT,76.43,Casey Kim,casey.kim85@gmail.com,0755272690524000,Miami,OR,70579,acct_6898
tx_100130,2024-10-03,BESTBUY,95.34,Alex Garcia,alex.garcia51@yahoo.com,0121212088043180,Austin,TX,61432,acct_5963
tx_100131,2025-03-12,AMAZON,91.61,Ryan Lee,ryan.lee87@gmail.com,1061023689778992,Denver,TX,79747,acct_8250
tx_100132,2025-01-12,TARGET,37.54,Taylor Smith,taylor.smith28@yahoo.com,5951586827435175,Austin,CO,39808,acct_9248
tx_100133,2024-10-31,WALMART,18.32,Jordan Garcia,jordan.garcia43@yahoo.com,4539652076569778,Seattle,TX,51645,acct_8958
tx_100134,2025-07-25,AMAZON,44.4,Avery Brown,avery.brown35@outlook.com,3107831204999596,Austin,CO,77366,acct_5075
tx_100135,2024-10-16,UBER,67.34,Casey Brown,casey.brown56@yahoo.com,2589528446927507,Austin,WA,93229,acct_4679
tx_100136,2024-12-15,TARGET,51.0,Jordan Brown,jordan.brown46@outlook.com,1700335061807758,Portland,FL,37953,acct_7997
tx_100137,2025-02-16,UBER,62.84,Sam Patel,sam.patel97@outlook.com,6221329107537668,Seattle,FL,38063,acct_9597
tx_100138,2025-02-01,TARGET,56.13,Taylor Smith,taylor.smith39@yahoo.com,8839064555781650,Miami,OR,94688,acct_7178
tx_100139,2024-10-24,WALMART,18.35,Jordan Davis,jordan.davis93@yahoo.com,1389049377368241,Austin,CO,51984,acct_1567
tx_100140,2025-04-08,WALMART,60.84,Jordan Lee,jordan.lee8@yahoo.com,1744976333487044,Denver,WA,51685,acct_5278
tx_100141,2025-06-18,UBER,25.8,Taylor Brown,taylor.brown91@gmail.com,4487082045855786,Portland,CO,10804,acct_1003
tx_100142,2025-06-23,LYFT,10.2,Avery Garcia,avery.garcia7@outlook.com,5349160763958404,Seattle,TX,74882,acct_2950
tx_100143,2024-10-29,LYFT,60.05,Riley Brown,riley.brown13@yahoo.com,3875828371584879,Portland,TX,24433,acct_8953
tx_100144,2024-09-16,AMAZON,62.56,Casey Smith,casey.smith34@yahoo.com,8345529581439793,Denver,OR,61961,acct_9232
tx_100145,2025-06-13,STARBUCKS,2.0,Riley Davis,riley.davis26@yahoo.com,7334211493180653,Austin,FL,76884,acct_8911
tx_100146,2024-10-22,COSTCO,49.36,Casey Smith,casey.smith92@gmail.com,0237763380873800,Miami,WA,19176,acct_7247
tx_100147,2025-03-22,TARGET,71.13,Avery Kim,avery.kim5@gmail.com,0965194666974068,Miami,WA,90969,acct_7256
tx_100148,2025-05-22,COSTCO,75.05,Jordan Patel,jordan.patel24@outlook.com,2774474041118717,Miami,CO,38706,acct_2483
tx_100149,2024-10-09,BESTBUY,18.82,Ryan Brown,ryan.brown81@gmail.com,9429196713147142,Denver,TX,88212,acct_2370
tx_100150,2025-03-06,BESTBUY,26.58,Taylor Johnson,taylor.johnson42@yahoo.com,1499786655597832,Denver,OR,16380,acct_6178
tx_100151,2024-11-16,BESTBUY,34.14,Jordan Garcia,jordan.garcia64@outlook.com,1957431473724542,Miami,WA,41432,acct_1752
tx_100152,2025-05-30,AMAZON,15.05,Taylor Patel,taylor.patel14@gmail.com,4265916293306939,Portland,CO,82749,acct_2111
tx_100153,2025-05-09,AMAZON,81.7,Ryan Davis,ryan.davis77@outlook.com,5238176010417210,Austin,TX,96041,acct_4969
tx_100154,2025-07-31,COSTCO,43.46,Casey Kim,casey.kim90@gmail.com,7140198237771894,Seattle,FL,52084,acct_6294
tx_100155,2024-10-12,BESTBUY,47.09,Ryan Garcia,ryan.garcia67@gmail.com,2431286244761378,Denver,CO,42448,acct_6406
tx_100156,2025-03-08,BESTBUY,74.0,Ryan Kim,ryan.kim40@yahoo.com,0703065093851823,Portland,FL,33026,acct_1575
tx_100157,2024-10-10,STARBUCKS,33.41,Avery Kim,avery.kim2@gmail.com,1743644519448769,Portland,FL,33795,acct_5611
tx_100158,2024-08-21,UBER,76.02,Casey Patel,casey.patel90@yahoo.com,3760833874531075,Austin,WA,80200,acct_9955
tx_100159,2025-04-15,WALMART,73.6,Jordan Davis,jordan.davis30@yahoo.com,5757917903266567,Seattle,WA,66632,acct_8714
tx_100160,2025-07-03,WALMART,79.52,Casey Davis,casey.davis34@outlook.com,7394994959623532,Miami,TX,74971,acct_8462
tx_100161,2025-04-09,LYFT,63.22,Sam Lee,sam.lee27@gmail.com,5239899109325764,Portland,CO,61490,acct_1309
tx_100162,2024-09-12,AMAZON,59.0,Sam Smith,sam.smith77@yahoo.com,2226466970108901,Austin,FL,47133,acct_7107
tx_100163,2025-04-07,COSTCO,74.04,Avery Brown,avery.brown91@yahoo.com,7841326019865662,Austin,CO,23897,acct_8508
tx_100164,2025-07-25,AMAZON,60.21,Jordan Davis,jordan.davis75@yahoo.com,1510891601301486,Seattle,TX,86234,acct_8502
tx_100165,2025-04-25,LYFT,89.14,Riley Kim,riley.kim8@gmail.com,0684988021010192,Miami,CO,70312,acct_1757
tx_100166,2024-11-03,AMAZON,44.45,Sam Smith,sam.smith20@yahoo.com,2884188785735747,Miami,OR,16521,acct_2077
tx_100167,2025-04-23,AMAZON,64.27,Riley Garcia,riley.garcia32@outlook.com,3334957091298020,Austin,WA,30800,acct_2603
tx_100168,2024-08-24,BESTBUY,62.62,Jordan Davis,jordan.davis20@yahoo.com,7079167194815054,Denver,OR,11436,acct_8516
tx_100169,2025-05-01,BESTBUY,90.04,Riley Smith,riley.smith63@gmail.com,4522180209650122,Portland,WA,39963,acct_9039
tx_100170,2024-10-22,AMAZON,77.15,Avery Lee,avery.lee8@gmail.com,1782172697002691,Austin,FL,37951,acct_6650
tx_100171,2025-05-17,UBER,41.62,Taylor Johnson,taylor.johnson61@outlook.com,6147607691314061,Austin,OR,13191,acct_2631
tx_100172,2025-02-10,COSTCO,53.05,Riley Patel,riley.patel83@gmail.com,5508254215931632,Portland,WA,29407,acct_8227
tx_100173,2025-04-26,UBER,50.02,Avery Patel,avery.patel49@outlook.com,7135352062312149,Austin,CO,21325,acct_5702
tx_100174,2024-08-30,AMAZON,38.69,Sam Brown,sam.brown98@outlook.com,5912257198762899,Seattle,WA,91593,acct_5458
tx_100175,2025-07-11,BESTBUY,67.73,Riley Smith,riley.smith82@gmail.com,8880555501848453,Denver,WA,45041,acct_5022
tx_100176,2025-05-10,UBER,63.73,Avery Garcia,avery.garcia38@outlook.com,1916738143236786,Seattle,WA,26735,acct_1071
tx_100177,2025-06-29,UBER,48.4,Sam Davis,sam.davis16@gmail.com,8212847276489133,Miami,CO,45985,acct_2514
tx_100178,2025-02-05,WALMART,91.75,Alex Lee,alex.lee14@gmail.com,6584248686045233,Denver,TX,67587,acct_9366
tx_100179,2025-01-18,AMAZON,69.96,Alex Brown,alex.brown62@gmail.com,6017138062053425,Austin,OR,52266,acct_4776
tx_100180,2025-01-20,AMAZON,64.64,Riley Garcia,riley.garcia64@yahoo.com,9612070556552174,Seattle,CO,82839,acct_9850
tx_100181,2024-09-30,COSTCO,79.31,Alex Garcia,alex.garcia83@yahoo.com,1848158209619950,Austin,WA,19636,acct_8435
tx_100182,2024-12-02,COSTCO,15.75,Ryan Johnson,ryan.johnson77@gmail.com,4156710602750613,Denver,TX,64857,acct_9250
tx_100183,2025-07-16,BESTBUY,41.67,Alex Kim,alex.kim94@yahoo.com,2416094593210548,Austin,FL,57430,acct_9674
tx_100184,2024-08-19,AMAZON,79.28,Sam Lee,sam.lee62@outlook.com,7874853491845852,Portland,TX,32133,acct_3906
tx_100185,2025-07-18,STARBUCKS,61.45,Taylor Johnson,taylor.johnson27@gmail.com,6860275264884158,Portland,CO,28377,acct_1442
tx_100186,2025-03-24,WALMART,34.94,Alex Davis,alex.davis28@outlook.com,6358847084531916,Denver,TX,25029,acct_9738
tx_100187,2025-01-23,WALMART,34.9,Sam Davis,sam.davis25@gmail.com,3157968194345048,Denver,OR,78179,acct_6238
tx_100188,2024-11-05,LYFT,14.21,Casey Garcia,casey.garcia72@yahoo.com,4803186275091850,Austin,TX,71192,acct_8392
tx_100189,2024-11-15,TARGET,62.07,Riley Garcia,riley.garcia20@outlook.com,8175884796989805,Portland,TX,56883,acct_9823
tx_100190,2024-09-18,LYFT,87.03,Casey Smith,casey.smith75@gmail.com,0023736357129082,Denver,FL,34773,acct_1850
tx_100191,2025-01-05,WALMART,36.77,Ryan Lee,ryan.lee83@yahoo.com,2683577043273061,Seattle,WA,93703,acct_5193
tx_100192,2024-09-15,COSTCO,104.22,Jordan Brown,jordan.brown34@gmail.com,3986281146964329,Seattle,TX,40693,acct_4390
tx_100193,2025-01-26,LYFT,96.22,Taylor Smith,taylor.smith61@yahoo.com,7993692755059400,Denver,TX,90591,acct_6468
tx_100194,2025-03-09,TARGET,2.0,Taylor Patel,taylor.patel87@yahoo.com,6959842245347468,Austin,CO,74931,acct_3640
tx_100195,2024-12-18,WALMART,36.27,Avery Kim,avery.kim35@outlook.com,9114952295701541,Portland,CO,57237,acct_1845
tx_100196,2024-12-13,BESTBUY,90.09,Casey Garcia,casey.garcia61@yahoo.com,4667237802744460,Miami,WA,36775,acct_8620
tx_100197,2025-01-15,BESTBUY,46.17,Alex Smith,alex.smith42@yahoo.com,7108583910127437,Austin,CO,65605,acct_3818
tx_100198,2025-06-30,UBER,50.67,Sam Brown,sam.brown92@gmail.com,5476447145210563,Denver,WA,42791,acct_4860
tx_100199,2025-07-15,LYFT,27.94,Taylor Patel,taylor.patel84@yahoo.com,2009946444041808,Portland,CO,13155,acct_1611
tx_100200,2025-04-13,STARBUCKS,63.48,Sam Brown,sam.brown14@outlook.com,6724088280241554,Miami,TX,61579,acct_1410
tx_100201,2024-08-13,BESTBUY,95.18,Riley Davis,riley.davis10@outlook.com,1470498707929912,Denver,TX,20578,acct_4289
tx_100202,2025-04-06,COSTCO,78.4,Jordan Brown,jordan.brown41@outlook.com,7449912425443214,Austin,CO,24290,acct_7736
tx_100203,2024-11-10,TARGET,84.91,Alex Smith,alex.smith68@gmail.com,7883074794004401,Seattle,TX,87579,acct_7338
tx_100204,2025-02-07,BESTBUY,33.31,Jordan Smith,jordan.smith91@yahoo.com,9018992357763832,Portland,CO,38166,acct_5839
tx_100205,2025-02-20,AMAZON,53.58,Alex Patel,alex.patel1@yahoo.com,1624487238588171,Miami,CO,87489,acct_8320
